sample_id,source,genotype,collection_year,location,host,tissue,Organism_Name,decade,genotype_major,tissue_clean
ERR149020,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR149021,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR149022,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR149023,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR149024,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR149025,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR149026,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR149027,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR149028,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR149029,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR149030,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR149031,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR149032,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR149033,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR149034,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR149035,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
SRR6804919,Raw reads,1b,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804920,Raw reads,1b,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804921,Raw reads,1b,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804922,Raw reads,1b,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804923,Raw reads,3a,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT3,hcv-infected patient
SRR6804924,Raw reads,3a,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT3,hcv-infected patient
SRR6804925,Raw reads,3a,2016,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT3,hcv-infected patient
SRR6804926,Raw reads,3a,2016,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT3,hcv-infected patient
SRR6804927,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804928,Raw reads,1b,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804929,Raw reads,1b,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804930,Raw reads,1b,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804931,Raw reads,1b,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804932,Raw reads,1b,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804933,Raw reads,1b,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804934,Raw reads,1b,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804935,Raw reads,1b,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804936,Raw reads,3a,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT3,hcv-infected patient
SRR6804937,Raw reads,3a,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT3,hcv-infected patient
SRR6804938,Raw reads,3a,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT3,hcv-infected patient
SRR6804939,Raw reads,3a,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT3,hcv-infected patient
SRR6804940,Raw reads,1a,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804941,Raw reads,3a,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT3,hcv-infected patient
SRR6804942,Raw reads,1a,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804943,Raw reads,1a,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804944,Raw reads,3a,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT3,hcv-infected patient
SRR6804945,Raw reads,3a,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT3,hcv-infected patient
SRR6804946,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804947,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804948,Raw reads,4a,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT4,hcv-infected patient
SRR6804949,Raw reads,4a,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT4,hcv-infected patient
SRR6804950,Raw reads,4a,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT4,hcv-infected patient
SRR6804951,Raw reads,4a,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT4,hcv-infected patient
SRR6804952,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804953,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804954,Raw reads,1b,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804955,Raw reads,1b,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804956,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804957,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804958,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804959,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804960,Raw reads,1a,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804961,Raw reads,1a,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804962,Raw reads,1a,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804963,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804964,Raw reads,1a,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804965,Raw reads,1a,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804966,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804967,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804968,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804969,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804970,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804971,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804972,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804973,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804974,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804975,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804976,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804977,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804978,Raw reads,3a,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT3,hcv-infected patient
SRR6804979,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804980,Raw reads,3a,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT3,hcv-infected patient
SRR6804981,Raw reads,3a,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT3,hcv-infected patient
SRR6804982,Raw reads,3a,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT3,hcv-infected patient
SRR6804983,Raw reads,3a,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT3,hcv-infected patient
SRR6804984,Raw reads,3a,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT3,hcv-infected patient
SRR6804985,Raw reads,3a,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT3,hcv-infected patient
SRR6804986,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804987,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804988,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804989,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804990,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804991,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804992,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804993,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804994,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804995,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804996,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804997,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804998,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6804999,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6805000,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6805001,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6805002,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6805003,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6805004,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6805005,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6805006,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6805007,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6805008,Raw reads,1b,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6805009,Raw reads,1b,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6805010,Raw reads,1a,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6805011,Raw reads,1a,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6805012,Raw reads,1a,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6805013,Raw reads,1a,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6805014,Raw reads,1a,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6805015,Raw reads,1a,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6805016,Raw reads,1b,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6805017,Raw reads,1b,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6805018,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6805019,Raw reads,1b,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6805020,Raw reads,1b,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6805021,Raw reads,1b,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6805022,Raw reads,1b,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6805023,Raw reads,1b,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6805024,Raw reads,1b,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6805025,Raw reads,1b,2014,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
ERR118961,Raw reads,2,NA,Unknown,Unknown,NA,NA,Unknown,GT2,NA
ERR118962,Raw reads,3,NA,Unknown,Unknown,NA,NA,Unknown,GT3,NA
ERR118963,Raw reads,4,NA,Unknown,Unknown,NA,NA,Unknown,GT4,NA
SRR527817,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
SRR527818,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
SRR527819,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
SRR527820,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
SRR527812,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
SRR527813,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
SRR527814,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
SRR527815,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
SRR527816,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR237533,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR237534,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR237535,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR237536,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR245509,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR245510,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR245511,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR245512,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR245516,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR245517,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR245518,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR251693,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR251694,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR251695,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR251696,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR251697,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR251698,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR251699,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR251700,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR251701,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR251702,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR251703,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR251704,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR251705,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR251706,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR251707,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR251708,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR251709,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR251710,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR251711,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR245513,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR245514,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR245515,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
SRR5122782,Raw reads,4d,2005,Netherlands,Homo sapiens,serum,NA,2000s,GT4,serum
SRR5122783,Raw reads,4d,2002,Netherlands,Homo sapiens,serum,NA,2000s,GT4,serum
SRR5122784,Raw reads,4d,2006,Netherlands,Homo sapiens,serum,NA,2000s,GT4,serum
SRR5122785,Raw reads,4d,2004,Netherlands,Homo sapiens,serum,NA,2000s,GT4,serum
SRR5122786,Raw reads,4d,2003,Netherlands,Homo sapiens,serum,NA,2000s,GT4,serum
SRR5122787,Raw reads,4d,2009,Netherlands,Homo sapiens,serum,NA,2000s,GT4,serum
SRR5122788,Raw reads,4d,2002,Netherlands,Homo sapiens,serum,NA,2000s,GT4,serum
SRR5122789,Raw reads,4d,2001,Netherlands,Homo sapiens,serum,NA,2000s,GT4,serum
SRR5122790,Raw reads,4d,2001,Netherlands,Homo sapiens,serum,NA,2000s,GT4,serum
SRR5122791,Raw reads,4d,2013,Netherlands,Homo sapiens,serum,NA,2010s,GT4,serum
SRR5122792,Raw reads,4d,2009,Netherlands,Homo sapiens,serum,NA,2000s,GT4,serum
SRR5122793,Raw reads,4d,2007,Netherlands,Homo sapiens,serum,NA,2000s,GT4,serum
SRR5122794,Raw reads,4d,2012,Netherlands,Homo sapiens,serum,NA,2010s,GT4,serum
SRR5122795,Raw reads,4d,2006,Netherlands,Homo sapiens,serum,NA,2000s,GT4,serum
SRR5122796,Raw reads,4d,2002,Netherlands,Homo sapiens,serum,NA,2000s,GT4,serum
SRR5122797,Raw reads,4d,2005,Netherlands,Homo sapiens,serum,NA,2000s,GT4,serum
SRR5122798,Raw reads,4d,2005,Netherlands,Homo sapiens,serum,NA,2000s,GT4,serum
SRR5122799,Raw reads,4d,2002,Netherlands,Homo sapiens,serum,NA,2000s,GT4,serum
SRR5122800,Raw reads,4d,2002,Netherlands,Homo sapiens,serum,NA,2000s,GT4,serum
SRR5122801,Raw reads,4d,2009,Netherlands,Homo sapiens,serum,NA,2000s,GT4,serum
SRR5122802,Raw reads,4d,2007,Netherlands,Homo sapiens,serum,NA,2000s,GT4,serum
SRR5122803,Raw reads,4d,2002,Netherlands,Homo sapiens,serum,NA,2000s,GT4,serum
SRR5122804,Raw reads,4d,2008,Netherlands,Homo sapiens,serum,NA,2000s,GT4,serum
SRR5122805,Raw reads,4d,2010,Netherlands,Homo sapiens,serum,NA,2010s,GT4,serum
SRR5122806,Raw reads,4d,2009,Netherlands,Homo sapiens,serum,NA,2000s,GT4,serum
SRR5122807,Raw reads,4d,2007,Netherlands,Homo sapiens,serum,NA,2000s,GT4,serum
SRR5122808,Raw reads,4d,2002,Netherlands,Homo sapiens,serum,NA,2000s,GT4,serum
SRR5122809,Raw reads,4d,2003,Netherlands,Homo sapiens,serum,NA,2000s,GT4,serum
SRR5122810,Raw reads,4d,2003,Netherlands,Homo sapiens,serum,NA,2000s,GT4,serum
SRR5122811,Raw reads,4d,2012,Netherlands,Homo sapiens,serum,NA,2010s,GT4,serum
SRR5122812,Raw reads,4d,2002,Netherlands,Homo sapiens,serum,NA,2000s,GT4,serum
SRR5122813,Raw reads,4d,2013,Netherlands,Homo sapiens,serum,NA,2010s,GT4,serum
SRR5122814,Raw reads,4d,2003,Netherlands,Homo sapiens,serum,NA,2000s,GT4,serum
SRR5122815,Raw reads,4d,2013,Netherlands,Homo sapiens,serum,NA,2010s,GT4,serum
SRR5122816,Raw reads,4d,2013,Netherlands,Homo sapiens,serum,NA,2010s,GT4,serum
SRR5122817,Raw reads,4d,2009,Netherlands,Homo sapiens,serum,NA,2000s,GT4,serum
SRR5122818,Raw reads,4d,2012,Netherlands,Homo sapiens,serum,NA,2010s,GT4,serum
SRR5122819,Raw reads,4d,2002,Netherlands,Homo sapiens,serum,NA,2000s,GT4,serum
SRR5122820,Raw reads,4d,2008,Netherlands,Homo sapiens,serum,NA,2000s,GT4,serum
SRR5122821,Raw reads,4d,2006,Netherlands,Homo sapiens,serum,NA,2000s,GT4,serum
SRR5122822,Raw reads,4d,2004,Netherlands,Homo sapiens,serum,NA,2000s,GT4,serum
SRR5122823,Raw reads,4d,2006,Netherlands,Homo sapiens,serum,NA,2000s,GT4,serum
SRR5122824,Raw reads,4d,2005,Netherlands,Homo sapiens,serum,NA,2000s,GT4,serum
SRR5122825,Raw reads,4d,2002,Netherlands,Homo sapiens,serum,NA,2000s,GT4,serum
SRR5122826,Raw reads,4d,2013,Netherlands,Homo sapiens,serum,NA,2010s,GT4,serum
SRR5122827,Raw reads,4d,2010,Netherlands,Homo sapiens,serum,NA,2010s,GT4,serum
SRR5122828,Raw reads,4d,2008,Netherlands,Homo sapiens,serum,NA,2000s,GT4,serum
SRR5122829,Raw reads,4d,2008,Netherlands,Homo sapiens,serum,NA,2000s,GT4,serum
SRR5122830,Raw reads,4d,2003,Netherlands,Homo sapiens,serum,NA,2000s,GT4,serum
SRR5122831,Raw reads,4d,2002,Netherlands,Homo sapiens,serum,NA,2000s,GT4,serum
SRR6906343,Raw reads,3a,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT3,hcv-infected patient
SRR6906344,Raw reads,3a,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT3,hcv-infected patient
SRR6906345,Raw reads,1b,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR6906346,Raw reads,1a,2015,Spain,Homo sapiens,HCV-infected patient,NA,2010s,GT1,hcv-infected patient
SRR291634,Raw reads,Unknown,NA,Unknown,Unknown,missing,NA,Unknown,Unknown,missing
SRR521147,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
SRR3198360,Raw reads,Unknown,2005,USA,Homo sapiens,blood,NA,2000s,Unknown,blood
SRR3198400,Raw reads,Unknown,2005,USA,Homo sapiens,blood,NA,2000s,Unknown,blood
SRR3198404,Raw reads,Unknown,2005,USA,Homo sapiens,blood,NA,2000s,Unknown,blood
SRR3198408,Raw reads,Unknown,2005,USA,Homo sapiens,blood,NA,2000s,Unknown,blood
ERR227828,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
ERR227829,Raw reads,Unknown,NA,Unknown,Unknown,NA,NA,Unknown,Unknown,NA
SRR5371608,Raw reads,Unknown,2015,United Kingdom,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371609,Raw reads,Unknown,2015,United Kingdom,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371610,Raw reads,Unknown,2015,United Kingdom,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371611,Raw reads,Unknown,2015,United Kingdom,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371622,Raw reads,Unknown,2013,Netherlands,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371623,Raw reads,Unknown,2013,Netherlands,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371624,Raw reads,Unknown,2013,Netherlands,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371625,Raw reads,Unknown,2013,Netherlands,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371626,Raw reads,Unknown,2013,Netherlands,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371627,Raw reads,Unknown,2013,Netherlands,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371628,Raw reads,Unknown,2013,Netherlands,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371629,Raw reads,Unknown,2013,Netherlands,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371630,Raw reads,Unknown,2014,Netherlands,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371631,Raw reads,Unknown,2014,Netherlands,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371632,Raw reads,Unknown,2014,Netherlands,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371633,Raw reads,Unknown,2014,Netherlands,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371634,Raw reads,Unknown,2013,Netherlands,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371635,Raw reads,Unknown,2013,Netherlands,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371636,Raw reads,Unknown,2013,Netherlands,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371637,Raw reads,Unknown,2013,Netherlands,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371638,Raw reads,Unknown,2013,Netherlands,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371639,Raw reads,Unknown,2013,Netherlands,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371640,Raw reads,Unknown,2013,Netherlands,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
SRR5371641,Raw reads,Unknown,2013,Netherlands,Homo sapiens,clinical sample,NA,2010s,Unknown,clinical sample
